NC_017185,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOBP6_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017182,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOB05_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017055,Rickettsia rhipicephali str. 3-7-female6-CWPP plasmid pMCC_1_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Rickettsieae_Rickettsia_spotted fever group
NC_017184,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOB04_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017183,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOB02_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017181,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOB03_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017180,Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMOB01_ complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_005231,Synechocystis sp. PCC 6803 plasmid pSYSG_ complete sequence.,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Synechocystis
NC_005230,Synechocystis sp. PCC 6803 plasmid pSYSA_ complete sequence.,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Synechocystis
NC_005229,Synechocystis sp. PCC 6803 plasmid pSYSM_ complete sequence.,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Synechocystis
NC_005232,Synechocystis sp. PCC 6803 plasmid pSYSX_ complete sequence.,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Synechocystis
NC_017629,Escherichia coli ABU 83972 plasmid pABU_ complete sequence.,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia
NC_012000,Macrococcus caseolyticus JCSC5402 plasmid pMCCL5_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_011995,Macrococcus caseolyticus JCSC5402 plasmid pMCCL1_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_012003,Macrococcus caseolyticus JCSC5402 plasmid pMCCL8_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_012002,Macrococcus caseolyticus JCSC5402 plasmid pMCCL7_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_011997,Macrococcus caseolyticus JCSC5402 plasmid pMCCL3_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_012001,Macrococcus caseolyticus JCSC5402 plasmid pMCCL6_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_011998,Macrococcus caseolyticus JCSC5402 plasmid pMCCL4_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_017042,Rickettsia rhipicephali str. 3-7-female6-CWPP chromosome_ complete genome.,Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Rickettsieae_Rickettsia_spotted fever group
NC_017262,Zymomonas mobilis subsp. mobilis ATCC 10988 chromosome_ complete genome.,Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas
NC_017858,Methylophaga sp. JAM7 plasmid unnamed_ complete sequence.,Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga
NC_011996,Macrococcus caseolyticus JCSC5402 plasmid pMCCL2_ complete sequence.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_000911,Synechocystis sp. PCC 6803 chromosome_ complete genome.,Bacteria_Cyanobacteria_Oscillatoriophycideae_Chroococcales_Synechocystis
NC_003902,Xanthomonas campestris pv. campestris str. ATCC 33913 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas
NC_011999,Macrococcus caseolyticus JCSC5402_ complete genome.,Bacteria_Firmicutes_Bacilli_Bacillales_Macrococcus
NC_017631,Escherichia coli ABU 83972 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia
NC_014958,Deinococcus maricopensis DSM 21211 chromosome_ complete genome.,Bacteria_Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus
NC_009337,Chlorobium phaeovibrioides DSM 265 chromosome_ complete genome.,Bacteria_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium/Pelodictyon group_Chlorobium
NC_011852,Haemophilus parasuis SH0165 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus
NC_014657,Caldicellulosiruptor owensensis OL chromosome_ complete genome.,Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales Family III. Incertae Sedis_Caldicellulosiruptor
NC_017856,Methylophaga sp. JAM7 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga
NC_009078,Burkholderia pseudomallei 1106a chromosome II_ complete sequence.,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_pseudomallei group
NC_011978,Thermotoga neapolitana DSM 4359 chromosome_ complete genome.,Bacteria_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga
NC_015635,Microlunatus phosphovorus NM-1_ complete genome.,Bacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Microlunatus
NC_017848,Acinetobacter baumannii MDR-TJ plasmid pABTJ1_ complete sequence.,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex
NC_022351,Campylobacter jejuni subsp. jejuni 00-2538 genome.,Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter
NC_020524,Acinetobacter baumannii MDR-TJ plasmid pABTJ2_ complete sequence.,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex
NC_018691,Alcanivorax dieselolei B5 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax
NC_009076,Burkholderia pseudomallei 1106a chromosome I_ complete sequence.,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_pseudomallei group
NC_009641,Staphylococcus aureus subsp. aureus str. Newman chromosome_ complete genome.,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcus
NC_009939,Deinococcus geothermalis DSM 11300 plasmid pDGEO02_ complete sequence.,Bacteria_Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus
NC_020418,Morganella morganii subsp. morganii KT_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Morganella
NC_017316,Enterococcus faecalis OG1RF chromosome_ complete genome.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_008010,Deinococcus geothermalis DSM 11300 plasmid pDGEO01_ complete sequence.,Bacteria_Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus
NC_013164,Anaerococcus prevotii DSM 20548 plasmid pAPRE01_ complete sequence.,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XI. Incertae Sedis_Anaerococcus
NC_016051,Thermococcus sp. AM4 chromosome_ complete genome.,Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Thermococcus
NC_021996,Enterococcus faecium Aus0085 plasmid p5_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_021995,Enterococcus faecium Aus0085 plasmid p2_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_017847,Acinetobacter baumannii MDR-TJ chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex
NC_008025,Deinococcus geothermalis DSM 11300_ complete genome.,Bacteria_Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus
NC_021989,Enterococcus faecium Aus0085 plasmid p4_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_015379,Pseudomonas brassicacearum subsp. brassicacearum NFM421 chromosome_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas
NC_022991,Salmonella enterica subsp. enterica serovar Agona str. 24249_ complete genome.,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella
NC_021990,Enterococcus faecium Aus0085 plasmid p6_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_021987,Enterococcus faecium Aus0085 plasmid p1_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_011835,Bifidobacterium animalis subsp. lactis AD011 chromosome_ complete genome.,Bacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium
NC_021988,Enterococcus faecium Aus0085 plasmid p3_ complete sequence.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NC_013171,Anaerococcus prevotii DSM 20548 chromosome_ complete genome.,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XI. Incertae Sedis_Anaerococcus
NC_015558,Streptococcus parauberis KCTC 11537 chromosome_ complete genome.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus
NC_015152,Spirochaeta sp. Buddy chromosome_ complete genome.,Bacteria_Spirochaetes_Spirochaetales_Spirochaetaceae_Sphaerochaeta
NC_018293,Sinorhizobium fredii HH103 plasmid pSfHH103d_ partial sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_016814,Sinorhizobium fredii HH103 plasmid pSfHH103c complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_021994,Enterococcus faecium Aus0085_ complete genome.,Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus
NT_187150,Sinorhizobium fredii HH103 plasmid pSfHH103d partial sequence_ fragment 5.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NT_187147,Sinorhizobium fredii HH103 plasmid pSfHH103d partial sequence_ fragment 2.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_019842,Bacillus amyloliquefaciens subsp. plantarum AS43.3 chromosome_ complete genome.,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus
NT_187148,Sinorhizobium fredii HH103 plasmid pSfHH103d partial sequence_ fragment 3.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NT_187149,Sinorhizobium fredii HH103 plasmid pSfHH103d partial sequence_ fragment 4.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_018299,Sinorhizobium fredii HH103 plasmid pSfHH103d_ partial sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_018303,Sinorhizobium fredii HH103 plasmid pSfHH103d_ partial sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_016836,Sinorhizobium fredii HH103 plasmid pSfHH103b complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_018294,Sinorhizobium fredii HH103 plasmid pSfHH103d_ partial sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_018304,Sinorhizobium fredii HH103 plasmid pSfHH103d_ partial sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_016813,Sinorhizobium fredii HH103 plasmid pSfHH103a complete sequence.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NT_187146,Sinorhizobium fredii HH103 plasmid pSfHH103d partial sequence_ fragment 1.,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Sinorhizobium/Ensifer group_Sinorhizobium
NC_015501,Porphyromonas asaccharolytica DSM 20707 chromosome_ complete genome.,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas
